Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
3041,7.717683555032665e-118,1.0,1.1551831912236795e-130,3.1970851005896374e-137,7.62118081491575e-103,5.908872965412665e-86,6.802494522200279e-94,7.228570329333938e-230,2.4768326745990893e-62,8.2994387941758e-160
3042,1.0,2.400175468978611e-89,8.342868215219152e-93,3.4524313308410704e-126,5.666582962026628e-44,6.376373658369087e-190,1.965920731345928e-65,4.330081572956916e-125,9.002681619633806e-159,3.51481670583587e-120
3043,0.9962884604149563,0.003711539585043549,9.163808850500534e-32,6.74422395797914e-48,8.538907946953603e-50,1.1675199926460922e-67,9.156423018715435e-24,1.8943825726783556e-83,1.0720560274950052e-28,3.884835858461004e-83
3044,0.002061979493024189,0.9979380205069758,3.3198724663407466e-33,4.360639963691804e-90,3.900204192900871e-93,3.003580317171658e-109,8.132438564725697e-43,1.5337707121206177e-105,5.871720131553894e-61,1.5669366126549743e-91
3045,1.0,1.969595128878883e-113,1.385383948124331e-182,8.101532694440308e-176,7.48577168118057e-68,2.963962565199767e-176,7.103717141428238e-144,4.873544361402084e-194,2.9378035715756275e-149,4.1751904173463704e-193
3046,1.0,1.3143854905812665e-49,2.167969063097692e-68,1.8879717206079096e-115,8.294442427030257e-25,4.717524538840591e-55,2.4855090920132273e-47,6.644669454566978e-99,3.0746332933076518e-77,6.70770166000979e-81
3047,3.462308230717059e-42,2.6966236127963364e-38,1.1306759599452863e-29,4.099961467369099e-20,0.9999999999969016,3.9558293606361506e-41,1.3336455888044886e-46,3.098397795655059e-12,5.4485801357638957e-92,3.851490927040271e-35
3048,1.0,9.596445003242264e-41,1.847202867733022e-102,1.9673914146483027e-214,1.792387320589769e-55,4.727962487819935e-173,7.654502061601535e-57,1.095228564455511e-204,4.374255540806415e-186,1.9804695209373027e-164
3049,1.0,2.9355869821645055e-41,1.0972567601659763e-93,6.0291620280103305e-140,3.3019128390936646e-53,3.7505260488939554e-54,4.088604011508555e-17,4.9615778991264025e-115,6.148793206459718e-160,1.1711559057145083e-149
3050,1.0,3.716616463676026e-59,1.5109864821213682e-77,9.85340927120721e-135,2.1711777162569511e-41,3.058547324772627e-76,4.9904591876151065e-28,3.0188959658241807e-71,1.121706014221975e-131,1.90230713653804e-74
3051,1.0,6.389063976532227e-31,1.0058497357270844e-63,1.7740785918253795e-32,1.5405089402544823e-23,3.286537167726075e-66,3.038242871605889e-62,3.5203958314906575e-89,5.339761506888675e-91,1.4459482377244426e-25
3052,5.708045930502437e-49,2.020512660351804e-97,1.641451214019249e-194,1.0767103811728261e-177,1.0,3.2055794816953695e-138,1.6337484436556328e-57,6.68544224449265e-110,1.016244476779063e-108,9.440233198756582e-97
3053,1.9957744707532395e-36,1.2750501909592928e-14,3.0875954008493904e-58,0.9958715738189432,0.0041284261810440315,8.336893419977588e-75,1.1707842283429046e-73,3.517027080425659e-35,2.291516082560662e-70,1.6496528842406948e-36
3054,1.0,8.025161438738302e-60,4.745142566648375e-120,2.619970310981438e-262,9.387122155949224e-66,3.080454520303876e-236,7.4256793652678e-58,2.3485082527673836e-175,5.185055127404186e-133,3.6517703471479933e-205
3055,2.5718403471457658e-76,5.029729193378518e-30,9.931774352795707e-136,1.9785272514877302e-167,2.98959825655487e-70,2.1384342160404178e-96,3.1621326160362373e-65,8.583452318762989e-197,1.0,4.402157867024647e-174
3056,1.0,7.014325616985158e-17,5.092602908625313e-31,4.4792502196484706e-38,5.954473745230872e-33,2.3381082628647964e-58,1.5762602930268573e-32,1.4470867055041205e-106,1.4291938866617909e-44,7.0441505582399295e-56
3057,1.0,1.0062836736605758e-24,7.541992250295846e-46,1.9455112023599327e-56,1.1919109056215916e-90,4.440377683908442e-67,1.8680380717092068e-32,6.052418765381112e-138,2.6484027939793068e-105,3.1861456756942254e-97
3058,1.0,2.60870338901322e-61,6.4809250247865e-74,9.497957954578296e-133,7.474499545588655e-69,1.521577471576023e-115,1.31784724028388e-28,2.6401824064806727e-265,8.413585786130282e-173,7.478467892347986e-169
3059,0.9986689422408599,2.407092204226121e-32,3.4301019916604074e-09,8.622351018076783e-49,0.0013310543290381658,8.127270470771255e-45,1.750362821930978e-36,2.676648848113151e-72,1.3386061103645274e-31,3.3225260266355135e-78
3060,1.0,4.821078861376961e-28,4.7820181647420834e-101,9.192910498200352e-119,2.5303787896878045e-96,8.318286127833013e-225,1.402919272701236e-100,3.9595748430189933e-219,1.5434145307207176e-55,7.444259151575173e-122
3061,1.0,2.1402556337985707e-38,1.8657647727841104e-70,2.92482965243407e-28,1.4352311939539967e-28,5.068649215039182e-35,3.337472966577604e-57,7.04902808521655e-17,4.641328940379508e-69,7.213861069856243e-69
3062,2.2624465376741917e-38,0.7698714922727568,1.2491516223031984e-85,1.5295140720173686e-115,1.6358936151598438e-22,0.23012850772724316,4.0271386834391834e-44,3.2155104417146603e-83,1.266712690473358e-108,3.819671354525264e-100
3063,1.5846246388138299e-31,0.003969163308985882,3.6007858859430093e-16,5.73570704417793e-66,1.2948117315126901e-22,0.9960308366910137,2.3694613360410477e-47,8.863682891525911e-132,8.889546069070865e-60,3.4359360530601857e-157
3064,0.9999999999996056,1.913332218769353e-66,7.99765942616442e-91,1.2781397783708791e-79,3.9438888614292227e-13,1.3259697992664864e-124,4.091812994842729e-57,7.25136448161269e-107,4.72169450392032e-96,9.711250606537404e-105
3065,1.0,1.5625470269224255e-66,8.459047636785531e-167,8.825464878696974e-50,3.876079290341423e-79,1.1970370265751819e-60,6.234591459579652e-97,1.3807379611092905e-144,2.7088132793019502e-244,1.2653821968775305e-56
3066,5.1619351493023004e-55,1.0,1.9469333004185345e-57,5.799485706657939e-112,5.319553080581672e-91,3.3474201306092496e-48,4.842508090144208e-27,1.505620870727942e-243,1.1107420589447188e-113,2.73590888809544e-177
3067,0.028227951552357317,1.7048888354825684e-58,1.1334409367859123e-21,2.214718065624684e-25,0.9703276051347447,0.0014444386090991031,5.1619376564994234e-71,6.135852754506415e-72,6.645411942213972e-187,4.703798662403406e-09
3068,3.3301898813571503e-97,1.0699605206452352e-128,5.05619052753103e-137,1.4065524252692488e-127,1.096273494330055e-62,1.0,1.5338836999156289e-90,3.615124843105032e-32,6.714803167785936e-139,2.7247291347202213e-217
3069,4.681404988094894e-19,8.3765211352439e-09,5.737800152978682e-17,9.539500882845818e-128,0.9999999916234789,4.0421069118535795e-64,1.3340014185030167e-44,2.1897572153053626e-145,3.763439292886286e-30,1.5088193446411934e-56
3070,1.0,6.18639445834791e-29,9.008890720742987e-73,4.857557274541623e-54,3.519466466119466e-86,2.4845688832764767e-65,4.065144161139291e-33,1.2251166099501227e-116,2.5384803628908555e-40,6.589094747808033e-95
3071,1.0,6.33177272605206e-39,3.677938781376966e-100,1.435639676297106e-162,3.7270633773296e-55,1.3605196447188752e-98,1.68634438712979e-42,1.1656228128555265e-121,4.282667256574114e-150,2.092740720115288e-139
3072,1.957945541585299e-93,5.98833713147917e-41,1.6496575340759112e-54,8.531211635928652e-81,1.2260618633220709e-15,9.668690989338366e-43,0.9999999922946728,4.921790604984055e-61,7.70532581872632e-09,2.4631027195603542e-87
3073,0.9999999972804343,1.7929599380660116e-49,5.699612786897756e-76,1.8531820834240086e-22,9.940960025525102e-30,6.161182059124497e-67,1.0689808010514362e-63,2.71956559663079e-09,1.9433636830075152e-59,2.600271703269806e-73
3074,0.017539122032555022,0.9824608639427774,1.4652560905027812e-39,6.64345450490222e-26,1.4024667579047106e-08,2.3312154285467003e-18,1.9216970783264176e-25,1.5402279329383886e-65,8.08643584829366e-34,6.652182122748461e-61
3075,8.656765121111648e-76,2.80884800168822e-81,2.5998082928580603e-110,1.3223435667635026e-132,1.0,1.5338923370746062e-75,2.7471497091083436e-53,2.1450405802461625e-188,1.578776674277688e-116,1.0917857626492241e-194
3076,1.0,1.3719952781241954e-18,1.2212880433374997e-53,3.655773031286058e-65,1.0638141950861783e-85,5.22511430433228e-78,1.3523404565786856e-19,1.33143866270776e-92,8.154472510566658e-38,1.9752419647466327e-86
3077,0.9999999999999971,2.833498269038555e-15,9.974176447510968e-84,1.4914288761697478e-36,9.513782746746951e-105,2.833365955069425e-104,4.239796277728495e-23,2.310349574441162e-40,1.9780515946959795e-64,6.760676738465903e-33
3078,2.2737664231246183e-84,1.0,1.8902677242960257e-88,1.1703815414357755e-62,2.842509670694246e-44,2.0665929269449915e-49,9.058594625828985e-61,4.122204423026151e-76,1.1338307083190139e-176,3.1205183702253414e-41
3079,1.0,5.051329313440531e-34,8.561955113447591e-32,2.269457278568142e-29,6.93700091909114e-45,2.616409484302548e-76,1.694521217258699e-55,5.059463542998093e-78,1.1092099791026657e-38,1.0003768590109966e-46
3080,1.0814592655251637e-56,8.366637737978952e-168,1.1074162232064184e-60,4.4561619627698453e-48,2.0033815283125846e-21,5.786956525691019e-20,1.0,8.792110913251468e-61,0.0,8.637445655007913e-210
3081,1.0,1.671942338326023e-33,6.214912130672163e-104,7.600674822657933e-110,1.9266744338821538e-104,8.325909997869071e-119,9.844958090278948e-51,3.764157199541643e-201,9.857381244729827e-139,7.372310928122135e-101
3082,1.0072255588284435e-30,7.871863394374203e-56,7.2999627618778216e-37,1.6383487858865725e-50,0.9999858809218527,8.448906402175814e-32,4.000611663540556e-42,1.4119078147384625e-05,1.5763290289226702e-106,1.4049598995418967e-36
3083,1.0,7.538052898211974e-51,1.5232805211346718e-31,1.424267749638257e-56,1.2465986418831174e-75,3.717904342116246e-101,1.6403081452023393e-61,0.0,3.616060423553138e-96,0.0
3084,0.9999983162485957,1.1083732157801674e-20,1.089835328486974e-18,5.1159643934954575e-82,1.6837514043065416e-06,7.224834904879253e-64,7.453826282769993e-44,3.3227912428679405e-47,4.68831158550866e-34,4.399345285785429e-55
3085,2.628231901710268e-54,3.294442477159944e-48,0.5603987635878028,6.409590600512285e-61,1.259460365602238e-106,0.43960123641219717,4.755153406456768e-52,1.2310526504923491e-113,8.033615203942775e-163,2.640004343924612e-156
3086,4.474412445422007e-26,5.305851545254763e-41,0.00592359507730234,2.1607721946325263e-47,4.4449783705905714e-15,0.9940764049226932,7.928231339248266e-40,8.307610402570264e-72,2.248089810775174e-87,7.557038540853863e-86
3087,3.842027748963413e-16,0.9999669350218108,3.3064978188880394e-05,8.233423693045968e-54,2.657766757511123e-130,1.2578656232187376e-149,3.7331350753620164e-60,2.8309977800927895e-86,1.0650194901056343e-42,6.071603289538221e-42
3088,1.0,2.6068332609423325e-59,9.443846460689704e-113,3.7492063537273747e-53,6.530635255231072e-40,7.731795384683425e-31,5.968873241687139e-130,1.7014083049868072e-149,3.0288424369628738e-167,1.498139071082576e-133
3089,1.0,1.2366335104300657e-38,1.4200262474452692e-136,2.091806691201742e-129,2.4311463758186317e-17,8.057127146066917e-75,2.9063930397396667e-46,7.828347887712209e-103,6.652407847265523e-116,5.868894365355602e-85
3090,2.377126527727745e-102,1.0,1.6434457252653697e-102,5.304848916974745e-254,1.439058453408845e-131,1.8860680187630172e-82,5.552051168698786e-121,8.540622262889575e-236,8.707472714502609e-91,2.2764472080144793e-225
3091,7.981081904612351e-48,1.0503960498742103e-59,1.4982906313769062e-71,2.1269220365020226e-104,8.711886163107988e-30,1.2742122338440044e-87,3.488656741466103e-45,4.705030358172767e-77,2.4673721800084702e-49,1.0
3092,0.9999999857587549,1.728265064737364e-56,1.4690602718448987e-32,5.688953610244075e-44,1.4241245056626037e-08,5.152879020882785e-109,2.444134694552518e-26,2.1962328148923918e-69,8.148001710971213e-90,1.6858676138101163e-85
3093,1.0748169822248338e-18,0.9999999999540363,1.138944933972292e-87,6.420040050649287e-108,3.973133285135862e-37,3.6895147191228717e-132,4.596374175537589e-11,2.680949380232044e-140,8.375797245833204e-100,2.9001840618979492e-89
3094,1.0,5.017636556455482e-36,1.533148852966527e-63,1.8656342754349546e-32,5.015295626847688e-63,4.059260400999893e-61,3.357089809603614e-60,3.159098636605524e-57,3.8055565206975706e-124,1.7940367201127304e-49
3095,0.9999885006312826,1.1499368658950213e-05,2.4108914415656807e-103,1.3500407310860126e-88,8.424760687629311e-16,4.026929587387163e-41,9.263560923373151e-29,5.751847367032044e-14,3.5412700183496967e-70,2.8365497400539333e-78
3096,1.070103049354577e-06,0.9999989298969507,1.7721861821020566e-73,5.763064290107246e-98,2.4913801741311085e-93,1.451151699955531e-84,2.0298634401748512e-38,3.406885364999933e-152,2.8749967979767444e-76,3.65696123665654e-106
3097,4.952599102116467e-42,1.0,3.4781874217242024e-71,2.998360918450759e-66,2.675899581256449e-81,1.707517993749208e-105,4.490299252037727e-62,7.66846480593968e-126,2.3086785133931625e-115,5.176129745368902e-108
3098,0.9999999999833913,2.5882581690965112e-64,1.4418584740142686e-66,1.6608746822343678e-11,2.977592979993133e-167,9.541214395335414e-59,1.3709492538483493e-96,3.8918452116288353e-147,3.2186421587614133e-189,5.487949868365935e-244
3099,1.502357520496297e-81,6.5774339431319116e-71,1.0,3.842671136758726e-261,4.309505028957676e-112,2.184142281219092e-158,5.505003225088521e-77,2.871536722250427e-265,7.79403811738939e-71,2.0175979345123557e-147
3100,1.0,1.339303918129398e-54,5.979901495880744e-112,1.786976659372056e-170,4.52070044218813e-59,7.141645612587104e-80,9.50085666753637e-66,5.9920268205092715e-239,7.494043863281729e-141,7.340941215629194e-148
3101,0.9999998987715442,2.7491877211194397e-08,5.963036564041047e-34,3.3594500137449524e-53,1.498264816950564e-13,9.05365252944374e-22,8.25200231583677e-46,7.373642887838435e-08,3.6293377623986486e-29,1.150370080446443e-25
3102,1.154366452376889e-250,1.0,3.701549455620659e-258,8.81089074313204e-37,0.0,2.594e-321,0.0,0.0,0.0,7.469919426911385e-286
3103,3.5834067245763204e-10,0.9999999996416087,5.060596717928446e-14,5.555169728110431e-48,4.220116410451611e-37,2.1068052942539744e-51,1.8224220691946e-17,1.098943555679064e-18,1.3502571052522363e-54,9.26881234302815e-30
3104,1.2394121824678776e-08,5.14680919660461e-09,5.679596283745154e-67,3.0135987399674223e-83,1.041044778965475e-48,0.9999999824590687,9.779293787413689e-86,8.32197783208747e-105,2.8440588282071315e-16,8.58024876600234e-72
3105,1.2236741841009731e-17,0.9992932423499118,2.214122968227893e-92,3.363984239592574e-84,5.4899230181802245e-14,0.0007067576500333596,2.393515272238015e-36,2.498317136532514e-84,4.548832530111285e-95,8.100525471225946e-87
3106,5.734960445233926e-79,4.3093317933028967e-54,2.991453735280267e-108,1.0,4.551807421014167e-76,1.9722320184545805e-149,7.473359761284803e-71,8.666404831538841e-154,7.021365017103867e-180,8.325820906817162e-68
3107,1.3788106879840415e-22,1.0,6.708274911891285e-153,1.1729516549333766e-124,1.3728886935968404e-116,3.574302991084832e-73,4.2625148350388604e-94,3.134313489950789e-120,3.874288295302575e-158,1.5239290084259168e-116
3108,0.9999999999172269,8.277317942111914e-11,1.704150420701284e-54,2.710333253863754e-115,1.962585683087817e-70,9.602612735867644e-80,4.19298958401517e-38,1.7432379684492896e-162,6.273280484813414e-35,1.3398849241899202e-138
3109,3.0709059185792253e-12,0.9999999999969291,3.152434732640098e-56,1.0690159227477939e-54,6.221536147302947e-54,8.490546546245659e-45,4.180326494675492e-43,2.954869296961674e-95,2.6934452259837015e-86,5.899942399326672e-67
3110,0.005377377777158302,3.7332365525153336e-69,6.0659918879812e-70,1.9308210281903243e-125,1.7548577104060888e-05,4.295639787331242e-46,0.9946050736457376,3.2307658676860583e-180,6.720519627137863e-55,1.3750771275182188e-94
3111,0.01644175348720263,0.9835582465127973,1.4581652137338385e-160,2.459223159856308e-128,2.4417724144149072e-92,1.3807155963879737e-97,3.9993532088074736e-188,2.0610284724642116e-219,1.152702342546337e-191,5.039699481274074e-191
3112,1.0,6.110501317203359e-40,5.716411676725693e-43,6.802673708107275e-28,9.136326698867405e-59,2.0696153001197265e-50,2.856649334815616e-51,7.904686851176303e-51,6.021840736792634e-111,1.9451267103176766e-50
3113,1.0,2.94499772274789e-85,4.3943845166328794e-157,8.016975189732834e-202,4.0486227542642214e-67,1.226027883307333e-146,1.4319865566074413e-89,1.7210571455431625e-194,8.50029121251484e-181,9.353603833172654e-134
3114,1.0,1.8442352767269483e-45,5.2956840617212466e-49,1.4402322303157553e-32,1.2431376321861478e-84,1.035598692407964e-62,1.9334689637037898e-62,1.4899618374393942e-79,3.4760564211586363e-141,2.77433603763843e-88
3115,3.7903494923188205e-105,6.850448782265006e-93,7.616778165495929e-86,8.476394649806599e-120,1.0,3.879829513812573e-99,2.2737806473116267e-73,2.9900578145637e-214,1.3059769333431977e-137,2.1517176386323224e-122
3116,0.9999999999999933,2.1073672760597264e-76,1.1946244446263665e-40,2.1409715214099904e-98,6.74758656796648e-15,1.124025645822099e-67,3.440260602753845e-156,8.281633028677871e-99,7.657338278908829e-75,1.2644303126316916e-160
3117,3.6973648923184567e-07,0.9999901076757169,9.522587793858503e-06,2.674507558758792e-124,6.40249772432063e-89,9.794219636208532e-74,1.000677379442358e-32,1.130460131813961e-207,2.110073453814161e-39,1.9015658313957395e-244
3118,0.9999999999943052,1.7389786355731692e-25,1.4476483066449762e-42,5.694690843423379e-12,1.505394944823284e-43,4.763095085486704e-37,1.5618156955666246e-32,2.477321761208586e-47,2.9703590131119115e-77,2.2043065534875867e-17
3119,0.9999999999999964,5.4161158452130026e-17,2.7223374242853773e-81,1.6736668016987575e-137,3.5646918424633874e-15,5.787927316750265e-42,8.369354516576556e-23,4.171795512000905e-143,9.043214973146902e-124,1.4246765271125928e-116
3120,8.911777062785233e-10,0.9999999991088222,2.1250289006199123e-66,1.685871535570433e-66,2.304842306347259e-36,1.3884426184338473e-29,4.796291804130688e-43,1.746750963000059e-97,1.2660475477810978e-37,6.919034316561094e-59
3121,3.827244089972119e-28,1.8155263052362763e-44,5.373030549790314e-62,1.7306121193607225e-81,1.0,4.642929728968791e-32,2.5005680725074615e-26,9.607975062819416e-90,7.659312413565097e-100,2.3082357539677315e-51
3122,0.9343777550135852,0.06562224498641467,8.004205794552732e-164,8.180051523512175e-109,6.542040413825037e-64,9.82487200243255e-127,1.7311596967140374e-118,1.2099557941731363e-303,8.907985390348526e-199,7.95946677972885e-155
3123,1.0155330364864357e-07,0.9999998984466963,2.685390316974402e-104,2.790699829030462e-240,1.1382412470147786e-71,1.3101575898724557e-144,5.735051628143209e-72,4.493163584063459e-245,3.708558708983317e-108,1.0982014177489226e-225
3124,0.9999999999999996,3.4642392436430004e-16,3.2035038126283145e-87,1.3096887601266023e-35,9.477651328312255e-67,6.871028903624162e-107,1.6782491393993602e-142,1.8494889493439865e-139,1.972587782710084e-101,9.64477692203987e-137
3125,1.0,2.1065496926802607e-49,3.484557887916122e-80,5.847954298004041e-104,5.327445283564868e-20,8.74846974277069e-167,2.1726310313428177e-41,4.519189001648025e-195,1.0501142192180212e-138,1.7604464731227443e-190
3126,0.9999999613747154,3.862528463503549e-08,3.971763137414282e-98,0.0,1.3133104462703615e-134,2.1393185702590641e-215,4.0136849795767714e-33,0.0,1.1039639844206082e-218,7.817055802768295e-277
3127,9.961486812771241e-31,1.890844806842452e-10,3.573192405362228e-90,4.117249650594021e-34,8.841238622310124e-40,0.9999999208008841,4.4471811218106527e-60,7.901003130445336e-08,1.4394375490447687e-100,1.3946410231778385e-43
3128,0.9999999999845541,1.1072877726952e-19,2.9038217291588804e-43,2.2275765542602354e-23,1.7149965944524583e-77,2.796642624743826e-39,2.8229754815260976e-40,1.4553355475065883e-18,5.334021801265151e-139,1.5445791737831496e-11
3129,3.440988667019754e-57,1.0,2.4680869247890017e-89,8.198497816288678e-218,3.252603335525208e-94,1.7804877101326788e-79,2.624020951421029e-97,3.319769990358272e-206,1.2685411613001049e-73,3.2433776573365568e-161
3130,1.484715020164185e-19,0.999999032324391,9.676756090195114e-07,8.911493131993892e-166,6.49634611547557e-64,3.171853592878845e-92,7.410173391766975e-42,5.63861435951422e-128,6.648737389957426e-54,1.3725549323593982e-71
3131,9.937399351731053e-45,0.9999999999999996,1.0906043289185588e-52,7.984841906900289e-75,3.6226148058072047e-16,1.2351099406672357e-48,1.554624796857932e-45,2.2051884285299138e-138,4.513731032088102e-40,1.8295596687359157e-52
3132,4.2815264342255456e-08,1.8495647672724835e-55,6.14518053687187e-95,2.451344469819307e-142,0.9999999571847357,3.359670423990615e-39,8.215883336755609e-20,5.75238112537897e-202,3.3015580126119067e-209,3.5013764393018498e-155
3133,2.7504624753552094e-63,1.0,8.275484502986464e-104,2.1329723083112363e-50,1.3059794923025107e-55,6.163710209247902e-56,1.1901332535912264e-45,1.3041462883456987e-151,1.809981731001815e-60,4.0305007500670056e-91
3134,7.292244693332792e-19,7.372035190326338e-45,1.3035285399699288e-117,1.0,4.0768635867065604e-97,5.860013676776582e-94,2.4379057327755844e-111,2.013315262177573e-113,7.442879224601323e-86,2.491189164073277e-57
3135,0.9999999885799636,1.1420036237825933e-08,1.6386876171068573e-75,9.692873765522468e-159,1.0809903685738168e-78,3.727200107596802e-77,1.999289846583793e-36,1.1196948209532107e-148,4.220155332597157e-101,1.491567620291284e-104
3136,1.0,1.167760368630274e-102,1.596983207426132e-122,2.2051097469732399e-72,2.826007062487983e-45,4.1603838632697826e-157,3.477354437297804e-121,1.9676224559272912e-263,1.2241278346514871e-197,1.1523343986728313e-181
3137,1.0905473326085958e-82,0.9999997069638052,5.970572819610502e-150,0.0,5.367485545676601e-91,1.9276555398722306e-95,9.209142124666239e-118,2.5844002222986653e-294,2.930361947130875e-07,2.991845866253977e-302
3138,5.539162894624168e-12,0.9999999999944609,1.8861333446998585e-115,2.013561721457297e-149,3.6164036676680516e-65,2.0779808195113867e-166,1.7967773379495113e-17,1.8436108607651333e-232,1.579340547570712e-153,3.078934348494858e-151
3139,0.9999992691854594,7.308145405495319e-07,5.538984073507829e-17,1.2064211549211344e-21,2.6546542901832218e-33,1.0154851213129371e-20,3.109471979166984e-32,3.74198222493689e-64,1.2315993024397927e-27,8.214442697546753e-41
3140,1.8824717029850362e-11,0.0021997371457730714,0.9978002628354024,4.843112729209694e-126,3.5657495581339626e-33,9.705487533955875e-26,1.3177546593529584e-18,3.917957894238763e-159,4.049995028736946e-76,3.5425397902708364e-159
3141,1.0,1.3900929958696092e-42,5.541616257284415e-84,2.4396072292822954e-252,1.5541043155350281e-96,5.90475106694421e-76,7.879762548273122e-97,1.5092843614358213e-226,2.1186763393190032e-210,3.9587798364498465e-268
3142,4.3125307352555256e-10,3.397568090641342e-18,0.9999999995687299,7.162495422192505e-71,2.287162942687228e-46,8.218363865248544e-50,3.3061721200884217e-35,9.624308981112163e-91,1.7018263858398262e-14,1.3030419901477717e-74
3143,1.0,7.780894909932955e-80,1.0127336407422595e-164,5.442936423437328e-253,2.4157207374597238e-63,4.088055476948425e-135,1.1094012303145747e-96,2.9628093291161283e-171,1.0172567290954331e-255,9.71533073760923e-245
3144,1.757079043500624e-31,2.286404954753547e-50,3.3058121311728755e-112,5.850601405727545e-70,0.9999999999987528,1.247152937336685e-12,1.3806339077820814e-18,9.484243682551628e-93,3.9884564004691197e-116,6.015526182290827e-41
3145,1.0,5.325731195407608e-18,1.1434805979357743e-53,2.7185597019797115e-52,1.0224871232337638e-75,4.160851613099615e-64,1.134000942450685e-56,1.7400697929713253e-80,2.9257793934619887e-71,5.787134470772015e-106
3146,1.0,3.491246469104962e-101,2.80512286804041e-156,7.551262437080565e-159,2.1234339928913563e-81,5.326150502232427e-184,9.94683528010571e-106,1.8318250917094147e-122,3.168742079244942e-142,5.008294965825052e-120
3147,1.0,1.118802096375142e-20,1.066396369406364e-149,9.61489481779433e-165,2.2538221429416134e-77,1.5764985488968753e-78,3.5680104204306004e-128,6.7544508915799855e-177,1.6872956843372103e-132,1.9794387429701532e-171
3148,9.936149471713756e-91,3.228200556467697e-84,8.714472781491555e-40,1.1943815976207228e-278,7.474469491029728e-164,1.0,3.7354945362865075e-255,5.1766248744504376e-291,4.24152017e-316,3.3337443271818877e-108
3149,1.0,1.9756288800814514e-36,4.759963884236391e-110,4.2908854151612075e-40,1.7903970007412237e-36,4.7604914393194146e-35,8.263923822748023e-45,2.0013581591179106e-63,1.4406199424611689e-189,4.774269960527227e-126
3150,9.141384295985395e-05,7.811687904687599e-21,9.19876621552566e-106,1.7967561316126354e-33,3.991364538101212e-28,6.2728777453067354e-55,1.0214719313771858e-50,1.2195872904867393e-66,9.549465277649652e-27,0.9999085861570403
3151,0.9999999999999991,2.527420396958763e-29,2.3837402145101744e-82,8.240021613234725e-16,7.61035530897764e-42,3.511077005441266e-65,1.8605220108019246e-85,3.7568716013241717e-72,5.88849033624614e-65,2.862679659894643e-100
3152,0.9999999999998106,1.506356761348796e-24,2.1658019739304076e-52,5.809896332198201e-141,1.889778881050667e-13,2.026474796591022e-26,4.945412551602181e-16,3.091045324837892e-104,8.476061718165136e-112,1.402348714826944e-79
3153,0.9990910524701594,0.0009089475298405698,1.5219697445097055e-54,1.9081907477645742e-112,8.92610013730853e-22,1.6776304096047984e-65,1.3948929519287697e-34,1.1860904054049184e-79,1.2458880421774009e-89,2.7326330681281927e-99
3154,1.6153019124141714e-11,1.8157469032235322e-18,1.6677081608479203e-30,2.3593000839308113e-45,4.228097067923369e-53,1.7298766421619602e-52,6.319555134859882e-33,1.265309086666598e-66,0.9999999999838469,1.1206437118624177e-65
3155,1.0,1.2053679208013728e-17,3.7861063257319307e-109,3.1057188322168597e-141,5.217311375018944e-39,7.195944975981766e-52,1.2959485153012991e-36,4.003992270309809e-106,4.466813603716425e-125,2.7534872203196827e-127
3156,6.697301962549007e-97,5.920248487306296e-127,1.1381706633929438e-126,1.0,5.558478950749274e-135,4.0703229023139804e-132,1.2111600262670556e-94,2.8868048465896004e-96,3.683791133439569e-262,1.2424769032911037e-44
3157,1.2175395640418057e-40,2.444101229706308e-61,1.0,2.9475728327963407e-93,4.233512350959403e-104,1.0373086966724197e-147,1.2464560586763076e-77,1.2042475037337215e-241,4.859439450107493e-65,2.7586559845905325e-164
3158,0.000159268556672777,0.9998407314409592,6.6876576865339e-197,1.264143384956629e-66,6.775751345413175e-83,2.367926636038313e-12,1.3212064377636216e-172,4.036809225282999e-148,7.731787429036157e-95,2.101516971616489e-160
3159,0.999999997827137,2.1728630049050144e-09,9.034226482131371e-43,2.4714342291712365e-44,6.605540607272722e-30,1.4739082830167197e-35,7.278391433203007e-30,3.751465999637004e-43,2.914462500319912e-26,1.3716626657797467e-18
3160,8.195329494201818e-20,1.0,3.317541339431569e-75,6.66304745777581e-86,5.960144347472063e-119,7.222492708556638e-111,4.338725569733703e-78,7.729647713816346e-114,2.640410151944183e-128,6.114972332638551e-128
3161,7.826322205082558e-37,2.494319464898023e-25,1.1078275321974537e-70,1.0,2.9841353842949676e-58,4.965905207117314e-87,5.521316796528247e-34,1.2722505815818493e-140,2.576738698848749e-49,2.5302369051771673e-120
3162,4.440647946892385e-11,0.9999999999555935,5.990915459549783e-68,9.340146733071614e-40,8.542189570307612e-98,1.9103563047717422e-82,2.225671584741201e-61,1.0468946493194802e-106,1.4825734509840087e-69,3.090553353979822e-98
3163,1.0,3.107267455755144e-77,8.650158271293478e-89,2.7576515742711263e-192,5.935986793453658e-37,1.4220912354806e-71,1.9946448009518807e-57,7.143920425944272e-25,1.3112728583042987e-200,9.616599055772574e-141
3164,0.00040544286229986275,8.002173614101707e-131,3.141101230898314e-177,4.558999077114822e-161,0.9995945571377002,6.967175595090361e-131,3.8765479576813417e-75,2.925916826888019e-142,2.259520856514458e-86,4.986366059511922e-144
3165,2.0624935629726814e-16,0.9999999999545726,4.542730887702116e-11,1.1967172092107172e-93,5.7026452288878235e-64,9.246633101399858e-17,5.778749359638066e-33,1.724091476362184e-117,3.58643295786631e-39,7.795747950209956e-96
